All Order,Order per task,Code snippet,Participant,Task,Participant/Task,Task Duration,Understand,Correntness,Level of investment,Rough Direction,Statement Selection,Code Interaction,"Level of investment, Rough Direction","Level of investment, Statement Selection","Level of investment, Code Interaction","Rough Direction, Statement Selection","Rough Direction, Code Interaction","Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection","Level of investment, Rough Direction, Code Interaction","Level of investment, Statement Selection, Code Interaction","Rough Direction, Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection, Code Interaction",Time,Start,Stop,Block Duration,%(Block Duration),Intent
291,3,Graph Utils,52,3,52/3,150,1,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,48-98,48,98,50,0.3333333333,Get the deeper understanding of the code
292,4,Graph Utils,52,3,52/3,150,1,0,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,98-110,98,110,12,0.08,Get the understanding of a part of code block
293,5,Graph Utils,52,3,52/3,150,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,110-150,110,150,40,0.2666666667,Get the deeper understanding of the code
295,2,Graph Utils,56,2,56/2,230,1,0,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,40-67,40,67,27,0.1173913043,Get the understanding of a part of code block
296,3,Graph Utils,56,2,56/2,230,1,0,Indepth,Forward,Dynamic,,"Indepth, Forward","Indepth, Dynamic",,"Forward, Dynamic",,,"Indepth, Forward, Dynamic",,,,,67-95,67,95,28,0.1217391304,Get the understanding of a part of code block
297,4,Graph Utils,56,2,56/2,230,1,0,Indepth,Back and forth,Dynamic,,"Indepth, Back and forth","Indepth, Dynamic",,"Back and forth, Dynamic",,,"Indepth, Back and forth, Dynamic",,,,,95-142,95,142,47,0.2043478261,Get the understanding of a part of code block
298,5,Graph Utils,56,2,56/2,230,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,142-185,142,185,43,0.1869565217,Get the deeper understanding of the code
299,6,Graph Utils,56,2,56/2,230,1,0,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,185-230,185,230,45,0.1956521739,Get the deeper understanding of the code
300,1,Graph Utils,59,1,59/1,500,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-176,0,176,176,0.352,Get the deeper understanding of the code
301,2,Graph Utils,59,1,59/1,500,1,0,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,176-200,176,200,24,0.048,Get the understanding of a part of code block
303,4,Graph Utils,59,1,59/1,500,1,0,Indepth,Back and forth,Dynamic,,"Indepth, Back and forth","Indepth, Dynamic",,"Back and forth, Dynamic",,,"Indepth, Back and forth, Dynamic",,,,,275-380,275,380,105,0.21,Get the deeper understanding of the code
304,5,Graph Utils,59,1,59/1,500,1,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,380-465,380,465,85,0.17,Get the deeper understanding of the code
305,6,Graph Utils,59,1,59/1,500,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,465-500,465,500,35,0.07,Get the understanding of a part of code block
307,2,Calculation,83,2,83/2,85,1,1,Medium,Forward,Linear,Intra procedure,"Medium, Forward","Medium, Linear","Medium, Intra procedure","Forward, Linear","Forward, Intra procedure","Linear, Intra procedure","Medium, Forward, Linear","Medium, Forward, Intra procedure","Medium, Linear, Intra procedure","Forward, Linear, Intra procedure","Medium, Forward, Linear, Intra procedure",1-4,1,4,3,0.03529411765,Get the understanding of a part of code block
308,3,Calculation,83,2,83/2,85,1,1,Indepth,Forward,Linear,Intra procedure,"Indepth, Forward","Indepth, Linear","Indepth, Intra procedure","Forward, Linear","Forward, Intra procedure","Linear, Intra procedure","Indepth, Forward, Linear","Indepth, Forward, Intra procedure","Indepth, Linear, Intra procedure","Forward, Linear, Intra procedure","Indepth, Forward, Linear, Intra procedure",4-20,4,20,16,0.1882352941,Get the understanding of a part of code block
309,4,Calculation,83,2,83/2,85,1,1,Quick,Back and forth,Dynamic,Inter procedure,"Quick, Back and forth","Quick, Dynamic","Quick, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Quick, Back and forth, Dynamic","Quick, Back and forth, Inter procedure","Quick, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Quick, Back and forth, Dynamic, Inter procedure",20-31,20,31,11,0.1294117647,Get the understanding of a part of code block
310,5,Calculation,83,2,83/2,85,1,1,Medium,In the order of definition,Linear,Inter procedure,"Medium, In the order of definition","Medium, Linear","Medium, Inter procedure","In the order of definition, Linear","In the order of definition, Inter procedure","Linear, Inter procedure","Medium, In the order of definition, Linear","Medium, In the order of definition, Inter procedure","Medium, Linear, Inter procedure","In the order of definition, Linear, Inter procedure","Medium, In the order of definition, Linear, Inter procedure",31-38,31,38,7,0.08235294118,Get the deeper understanding of the code
311,6,Calculation,83,2,83/2,85,1,1,Medium,Back and forth,Dynamic,Inter procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Medium, Back and forth, Dynamic, Inter procedure",38-44,38,44,6,0.07058823529,Understand the method call progression
312,7,Calculation,83,2,83/2,85,1,1,Indepth,Back and forth,Dynamic,Inter procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Inter procedure","Indepth, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Indepth, Back and forth, Dynamic, Inter procedure",44-57,44,57,13,0.1529411765,Formulate a hypothesis of the problematic area (PA)
313,8,Calculation,83,2,83/2,85,1,1,Indepth,Forward,Dynamic,Inter procedure,"Indepth, Forward","Indepth, Dynamic","Indepth, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Indepth, Forward, Dynamic","Indepth, Forward, Inter procedure","Indepth, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Indepth, Forward, Dynamic, Inter procedure",57-72,57,72,15,0.1764705882,Get the deeper understanding of the code
314,9,Calculation,83,2,83/2,85,1,1,Medium,Back and forth,Dynamic,Inter procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Medium, Back and forth, Dynamic, Inter procedure",72-81,72,81,9,0.1058823529,Validate the hypothesis of PA
315,1,Calculation,88,4,88/4,95,0.5,1,Medium,In the order of definition,Dynamic,Intra procedure,"Medium, In the order of definition","Medium, Dynamic","Medium, Intra procedure","In the order of definition, Dynamic","In the order of definition, Intra procedure","Dynamic, Intra procedure","Medium, In the order of definition, Dynamic","Medium, In the order of definition, Intra procedure","Medium, Dynamic, Intra procedure","In the order of definition, Dynamic, Intra procedure","Medium, In the order of definition, Dynamic, Intra procedure",0-15,0,15,15,0.1578947368,Get the deeper understanding of the code
316,2,Calculation,88,4,88/4,95,0.5,1,Indepth,Back and forth,Linear,Inter procedure,"Indepth, Back and forth","Indepth, Linear","Indepth, Inter procedure","Back and forth, Linear","Back and forth, Inter procedure","Linear, Inter procedure","Indepth, Back and forth, Linear","Indepth, Back and forth, Inter procedure","Indepth, Linear, Inter procedure","Back and forth, Linear, Inter procedure","Indepth, Back and forth, Linear, Inter procedure",15-55,15,55,40,0.4210526316,Get the understanding of a part of code block
317,3,Calculation,88,4,88/4,95,0.5,1,Indepth,Back and forth,Linear,Inter procedure,"Indepth, Back and forth","Indepth, Linear","Indepth, Inter procedure","Back and forth, Linear","Back and forth, Inter procedure","Linear, Inter procedure","Indepth, Back and forth, Linear","Indepth, Back and forth, Inter procedure","Indepth, Linear, Inter procedure","Back and forth, Linear, Inter procedure","Indepth, Back and forth, Linear, Inter procedure",55-76,55,76,21,0.2210526316,Formulate a hypothesis of the problematic area (PA)
318,4,Calculation,88,4,88/4,95,0.5,1,Medium,Back and forth,Dynamic,Inter procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Medium, Back and forth, Dynamic, Inter procedure",76-95,76,95,19,0.2,Validate the hypothesis of PA
319,1,Calculation,90,1,90/1,130,1,1,Medium,In the order of definition,Linear,Inter procedure,"Medium, In the order of definition","Medium, Linear","Medium, Inter procedure","In the order of definition, Linear","In the order of definition, Inter procedure","Linear, Inter procedure","Medium, In the order of definition, Linear","Medium, In the order of definition, Inter procedure","Medium, Linear, Inter procedure","In the order of definition, Linear, Inter procedure","Medium, In the order of definition, Linear, Inter procedure",0-27,0,27,27,0.2076923077,Get the deeper understanding of the code
320,2,Calculation,90,1,90/1,130,1,1,Medium,Forward,Dynamic,Inter procedure,"Medium, Forward","Medium, Dynamic","Medium, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Medium, Forward, Dynamic","Medium, Forward, Inter procedure","Medium, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Medium, Forward, Dynamic, Inter procedure",27-37,27,37,10,0.07692307692,Understand the method call progression
321,3,Calculation,90,1,90/1,130,1,1,Medium,Back and forth the order of denifition,Dynamic,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Dynamic","Medium, Inter procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic","Medium, Back and forth the order of denifition, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth the order of denifition, Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic, Inter procedure",37-97,37,97,60,0.4615384615,Get the deeper understanding of the code
322,4,Calculation,90,1,90/1,130,1,1,Indepth,Back and forth,Dynamic,Intra procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Intra procedure","Back and forth, Dynamic","Back and forth, Intra procedure","Dynamic, Intra procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Intra procedure","Indepth, Dynamic, Intra procedure","Back and forth, Dynamic, Intra procedure","Indepth, Back and forth, Dynamic, Intra procedure",97-118,97,118,21,0.1615384615,Formulate a hypothesis of the problematic area (PA)
323,5,Calculation,90,1,90/1,130,1,1,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",118-130,118,130,12,0.09230769231,Validate the hypothesis of PA
325,2,Calculation,93,2,93/2,33,1,1,Indepth,Forward,Dynamic,Inter procedure,"Indepth, Forward","Indepth, Dynamic","Indepth, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Indepth, Forward, Dynamic","Indepth, Forward, Inter procedure","Indepth, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Indepth, Forward, Dynamic, Inter procedure",1-18,1,18,17,0.5151515152,Get the deeper understanding of the code
326,3,Calculation,93,2,93/2,33,1,1,Medium,Forward,Dynamic,Inter procedure,"Medium, Forward","Medium, Dynamic","Medium, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Medium, Forward, Dynamic","Medium, Forward, Inter procedure","Medium, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Medium, Forward, Dynamic, Inter procedure",18-33,18,33,15,0.4545454545,Validate the hypothesis of PA
328,2,Calculation,104,3,104/3,98,1,1,Quick,Reverse the order of definition,Dynamic,Inter procedure,"Quick, Reverse the order of definition","Quick, Dynamic","Quick, Inter procedure","Reverse the order of definition, Dynamic","Reverse the order of definition, Inter procedure","Dynamic, Inter procedure","Quick, Reverse the order of definition, Dynamic","Quick, Reverse the order of definition, Inter procedure","Quick, Dynamic, Inter procedure","Reverse the order of definition, Dynamic, Inter procedure","Quick, Reverse the order of definition, Dynamic, Inter procedure",2-12,2,12,10,0.1020408163,Get a quick overview of the code
329,3,Calculation,104,3,104/3,98,1,1,Indepth,Back and forth,Dynamic,Intra procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Intra procedure","Back and forth, Dynamic","Back and forth, Intra procedure","Dynamic, Intra procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Intra procedure","Indepth, Dynamic, Intra procedure","Back and forth, Dynamic, Intra procedure","Indepth, Back and forth, Dynamic, Intra procedure",12-53,12,53,41,0.4183673469,Get the understanding of a part of code block
331,5,Calculation,104,3,104/3,98,1,1,Indepth,Back and forth,Dynamic,Intra procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Intra procedure","Back and forth, Dynamic","Back and forth, Intra procedure","Dynamic, Intra procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Intra procedure","Indepth, Dynamic, Intra procedure","Back and forth, Dynamic, Intra procedure","Indepth, Back and forth, Dynamic, Intra procedure",66-93,66,93,27,0.2755102041,Formulate a hypothesis of the problematic area (PA)
334,3,Calculation,106,4,106/4,108,1,1,Indepth,Forward,Dynamic,Intra procedure,"Indepth, Forward","Indepth, Dynamic","Indepth, Intra procedure","Forward, Dynamic","Forward, Intra procedure","Dynamic, Intra procedure","Indepth, Forward, Dynamic","Indepth, Forward, Intra procedure","Indepth, Dynamic, Intra procedure","Forward, Dynamic, Intra procedure","Indepth, Forward, Dynamic, Intra procedure",4-38,4,38,34,0.3148148148,Get the understanding of a part of code block
335,4,Calculation,106,4,106/4,108,1,1,Indepth,Backward,Dynamic,Inter procedure,"Indepth, Backward","Indepth, Dynamic","Indepth, Inter procedure","Backward, Dynamic","Backward, Inter procedure","Dynamic, Inter procedure","Indepth, Backward, Dynamic","Indepth, Backward, Inter procedure","Indepth, Dynamic, Inter procedure","Backward, Dynamic, Inter procedure","Indepth, Backward, Dynamic, Inter procedure",38-71,38,71,33,0.3055555556,Formulate a hypothesis of the problematic area (PA)
336,5,Calculation,106,4,106/4,108,1,1,Medium,Back and forth the order of denifition,Dynamic,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Dynamic","Medium, Inter procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic","Medium, Back and forth the order of denifition, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth the order of denifition, Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic, Inter procedure",71-95,71,95,24,0.2222222222,Validate the hypothesis of PA
337,1,Money Class,84,3,84/3,30,1,1,Indepth,Forward,Dynamic,,"Indepth, Forward","Indepth, Dynamic",,"Forward, Dynamic",,,"Indepth, Forward, Dynamic",,,,,0-19,0,19,19,0.6333333333,Get the deeper understanding of the code
